PlanetIndex,star_class,star_temperature_in_Kelvin,star_radius_in_Solar_radii,distance_from_Earth_to_the_system_in_parsecs,semimajor_axis_of_the_planet_in_AU,planet_radius_in_km,planet_density,planet_surface_pressure_bars,kappa,gamma1,gamma2,alpha,beta,planet_surface_temperature_Kelvin,H2O,CO2,O2,N2,CH4,N2O,CO,O3,SO2,NH3,C2H6,NO2,planet_atmospheres_avg_mol_wgt,planets_mean_surface_albedo
13,5,4078.406416275154,0.6485715440081804,5.126420007242076,0.3432695669614058,8772.428354484111,6.887835021877281,2.940050487676704,-3.39257872115942,0.6620912952745375,-0.7170197953526178,0.5197206807294306,1.0981235535569425,283.8772270063022,0.0106744497510485,0.3517015697873179,0.2760492654250892,0.3422291212108432,0.0012634192705468,0.0040024543359021,0.0065399956558107,0.0024309058895683,0.0022949553163226,0.0028008048831443,9.310693854156763e-06,3.747780551765668e-06,34.782403786867334,0.4892488864642098
14,4,5765.256870504717,1.171319130212708,1.3809017130145032,1.60841732165595,10057.424776077558,7.500149283741179,0.1649693699700158,-2.0303019179796173,-1.412910198133115,-0.8085846757836204,0.3374826890984522,0.9338291236201202,224.2030924443669,0.0411470695423651,0.448604199483365,0.3075674657005078,0.1391205797569092,0.0401045228830353,0.00689653213989,0.0032385100769815,0.0010532597215506,0.0084611050789483,0.0034362843474948,0.0003638490302411,6.622238710691841e-06,35.92278805405582,0.4147685839972947
15,4,5865.911857382498,1.106548215039732,13.184613554384567,1.8438247213676928,6400.055371307451,5.398063307380101,0.5240244659450021,-2.788137270141961,0.8977973630269385,-1.359141150792763,0.1313806086323927,0.8406728859861997,164.8729876013083,0.0215684691424884,0.2731337792988061,0.2633728976952565,0.380483764810509,0.0383793142363338,0.008838153948641,0.0047931338850499,0.0009321822512093,0.0041037938961309,0.0042372398911262,0.0001529935232663,4.277421182023188e-06,33.01875349494545,0.7665164758406378
16,4,5867.932921852769,1.2284338957022989,11.209629005705048,1.3444279560605523,7364.84514857476,5.946785481115196,2.903656263870886,-3.4683665019782888,0.9332644218094556,-0.1257869262375306,0.3135284706258252,0.992082614168596,244.6990318413114,0.0481996633294504,0.4690562833615397,0.439554390000861,0.0056741627063812,0.0152146343769733,0.0035154100431367,0.0045627220151507,0.0004443855585327,0.0088106244755298,0.0049069195607697,5.9315554971141806e-05,1.4890167034038668e-06,36.933495393301385,0.1552588440640657
17,3,6248.283242203053,1.8988666075721576,12.077904883957688,3.2271176316011294,4837.360625332635,5.130308000521604,2.2383708123923887,-2.357619892292338,-1.283011339941076,-0.1497450860661757,0.9040826311767464,0.961617956222539,254.73499894778828,0.0350666790769731,0.4042447141578733,0.1579957350694341,0.3587318404501784,0.0377254004268168,0.0006643175040301,0.0025957063635545,0.0002299380699848,2.3582154396157343e-05,0.002579487011473,0.0001384464440985,4.153271186985261e-06,34.2953840352673,0.3864431382474147
18,5,4790.734569749901,0.7387199379703101,10.449463224825474,0.8208478244791648,4295.989351836321,4.870060337715996,2.6204485516734017,-3.447995120339982,-1.4444871445147776,-0.7080546011854929,0.2861782828430774,0.9805703818865432,241.55214866262324,0.0395852461930943,0.0538487552530246,0.6416423543621435,0.1779080695647318,0.0541491326481848,0.0044085482327863,0.0060869854795145,0.0026543051585855,0.0129412663118969,0.0064116284224671,0.0003502267338724,1.3481639697895964e-05,30.908044522656866,0.7060987457003512
19,5,4048.262390285532,0.8362371862695261,12.554462961435922,0.5909915745924488,7031.740704014383,5.80311140722386,1.4266001121228415,-2.534706898619176,0.6987988815122366,-0.0983508445291243,0.2251135714324326,0.913970181236065,195.23541836492024,0.0269323298451457,0.2493317263940574,0.5375600603727542,0.1153159250314822,0.0448943404550414,0.0079929982891272,0.0094675303702988,0.0026538129458266,0.0043823000434103,0.0013402858707046,0.0001173141325346,1.1376249616500447e-05,33.66204213891,0.3049507261172976
20,4,5397.965386731567,1.0584513004868663,9.745463072034692,1.057864457256548,9605.26477055816,7.221971222873159,1.399032822147645,-3.3526631578971577,0.0040837428368223,-0.4870729293247011,0.6816347490713022,0.7339935863533804,183.9557064613708,0.0009506767396913,0.4306079076933505,0.3441909248962053,0.1802461782357109,0.0206785115004523,0.0011100248340524,0.0087272869008848,0.0033132194449418,0.008539481627198,0.0015684063752712,6.440764039620962e-05,2.9741118447171826e-06,36.39095582207347,0.5295984361617788
21,4,5650.784897146214,0.9101436885040244,12.199932002292895,1.0489727185183852,9565.637997768736,7.018560320866862,0.1776441985058443,-2.8366339863186547,-1.078056062497906,-0.2602671901204096,0.0068890279625013,0.8162695029683376,185.5103096560321,0.0038213193994304,0.3853489172879633,0.2309767987541252,0.3577837462483463,0.009558162506475,0.0027672962718075,0.0012457499391798,0.0021671826368032,0.0058601861976538,0.0003967167502514,7.375309037736325e-05,1.7091758623213825e-07,35.2400716404431,0.2085856632459582
22,4,5758.085437518032,0.9648699755831596,12.272204806850754,1.357885021099963,5792.513718326739,5.295587285870953,3.585327383442924,-2.346405502553381,-0.4217527445791218,-0.0076438261915519,0.4140704198685964,1.0313863182019691,266.447599554801,0.0659959056058534,0.3015018134456043,0.0288148124684082,0.5564857263434076,0.0115748915185306,0.0127818150606452,0.003952905765552,0.0002212413504983,0.0141901150276128,0.0043638158916962,0.0001122885522162,4.6689699750529765e-06,32.82569910029051,0.2913101131232761
23,3,5909.719444560423,1.1735967793441795,8.79480987137331,1.89920051485648,8109.49182367043,6.315228791794954,1.6527212034519494,-2.5280246121924232,0.69403943495954,-0.9638223994430276,0.9413318762652432,1.030097406701297,284.31195194148165,0.0824049699397887,0.5409792917406444,0.2462692148696474,0.0380211670491598,0.0601694136784195,0.0175255025412424,0.0105674988647181,0.0007747420738811,0.001051462263878,0.0020954539212514,0.0001309194776265,1.036357974226717e-05,36.41586820073791,0.2960790302695313
24,4,5341.46067569557,1.0328915283973918,4.686403023195153,0.9444774308253692,8104.0371118008925,6.317248618318066,0.5617130313154313,-2.650284862292604,-0.6590681226492584,-0.6396415095135586,0.5621885767789085,0.9341683436313096,258.7651206959909,0.0262373081180618,0.4980782512758869,0.3919898249353047,0.027689137433581,0.0200715101499549,0.0108746620198759,0.0113169564865575,0.0036100089478071,0.0067910942949463,0.0031925728874745,0.0001482209229502,4.5252759876289284e-07,37.496550744825576,0.2587448894039068
25,5,4905.122946938194,0.649095482977422,12.97782183635859,0.4110387055970302,8975.76826362957,6.891096037000881,1.183687063557963,-3.2839739772344245,0.5581780370325715,-1.318050507744981,0.6368523415817331,0.9898434137608264,277.11331764635213,0.0395850028521335,0.4561205365030404,0.3212486059193234,0.1277154345352071,0.0385043134832236,0.0020370451266474,0.0064448460386595,0.0005605854765066,0.0032134198269612,0.0041887545961161,0.0003731859772088,8.26966497190093e-06,35.847307334328434,0.1379991179193111
26,5,4076.292029032571,0.6797859992275689,9.602025573927037,0.4287076812503299,9337.878060818624,6.970000781580734,3.7774740930824047,-2.0950929886503085,-1.0118154068228375,-0.8743166337266419,0.1142287198826551,0.977769722908606,360.3861248706804,0.0233098099374698,0.3487086862438575,0.251515057969955,0.3204681279467043,0.043865773349524,0.001441073604664,0.0059982570745644,0.000105590144524,0.0013072807023647,0.0030017784937475,0.00027508347911,3.4810535142872388e-06,33.87525472909111,0.1312453301147164
27,4,5413.6573690867,1.0394337224291923,9.775555819002772,1.2420027063422792,5685.417571511875,5.239375006981019,1.080620687258375,-2.340620996631533,1.0219723905111948,-1.4094579050809963,0.3536833117145112,0.9086199017824288,252.0537167400791,0.0351596697027195,0.6112650369961592,0.0493976969317153,0.215567715961526,0.069714919770804,0.0011591726512971,0.0119922310917284,7.078316139129845e-05,0.0054436409375621,0.0001398071939401,8.385449448853925e-05,5.471106668086596e-06,37.0172731406839,0.4461050395816621
28,5,4189.662253631513,0.6419619553085132,1.594950883525821,0.5332663236930452,5038.169210082094,5.20694060321192,1.0853836205387155,-2.003247415973841,-0.6301950308118676,-0.216948019411354,0.9536196113088168,1.0269695999583384,246.8812556899005,0.0422666809186158,0.1576043595445705,0.5685518560012406,0.1444715430947485,0.0478832107544244,0.013625925068149,0.00984375820816,0.0041342492568452,0.0044865898358373,0.0070679894187693,5.296048560697824e-05,1.0877413031931185e-05,32.18970119324715,0.5221058700681679
29,4,5592.404950494321,1.007610190984367,1.5785400316633549,1.070196708621129,9509.651595063122,7.0602378605538645,4.678652710009953,-2.149095668509006,-0.0074240986824163,-0.0059184763921038,0.2113098027187195,0.9976017960247834,261.5745778160694,0.0285489600742558,0.5664458491749077,0.2436668179475233,0.095982979679242,0.033395076147995,0.0097928347529793,0.010881455168162,0.0019743246114915,0.001886398448524,0.0073230487775995,9.095441317524544e-05,1.1300804144579464e-05,37.54447492109623,0.3556863856403113
30,3,6966.83570119781,1.931065509838188,13.515729367070994,3.1417793284783166,8224.59259707012,6.461032559692765,5.822801804837625,-2.7812196247464,0.676003877225535,-0.1445941065223741,0.3217057595200203,1.034514859594008,257.30577055208846,0.0176332705577044,0.3209893955135172,0.184168452315528,0.4145760313571346,0.0434836398124588,0.0009263218508652,0.0089366392017494,0.0005701988909698,0.007929228765078,0.0004085601422369,0.000374340969278,3.920623479437356e-06,33.49300006769969,0.6185217050423399
31,3,6646.623596464464,1.7780732007454347,5.29416031281444,2.6948158044421486,9210.477314956626,6.994985420007,2.083957845045024,-3.001128565851693,0.6643958189197443,-1.4691802394503288,0.4116212040058055,0.9556447094559236,243.24019264431607,0.0105133786388952,0.0698667013687327,0.528493883344983,0.2822688958563925,0.079777064182852,0.0031602293276523,0.0112862727135359,0.0040985533191126,0.0070789399584427,0.0034254031750643,1.894881945156888e-05,1.1729294884692091e-05,30.52743131538568,0.7279724812580044
32,4,5729.460546574507,1.050157555948789,6.004750349891155,1.3237122812201183,8826.994472490567,6.851416025092791,2.3951164327469385,-3.2820162237254764,0.2754526498107632,-1.4458327117349574,0.0357448749791015,1.0994165577452053,256.8344596999659,0.0417959590796339,0.0971132704186271,0.4273792259210636,0.3655467285497571,0.0410477317694792,0.0085797488114443,0.0058964203776262,0.0041483012299765,0.0035869598820766,0.0047250364657007,0.0001742977356728,6.319758941377877e-06,30.658751918395097,0.771811147308957
33,3,6862.615142301932,1.783953829377962,11.09339678715818,3.335371246920139,4090.727385999856,4.91875285418399,3.631388227643834,-3.118801513431156,0.6062934325365092,-0.7312172919352624,0.507737924060556,0.971173378256468,261.87158037183,0.0139567451669922,0.5262651820243867,0.2869806373833796,0.1266509098736061,0.0246014965484964,0.0069502616830617,0.0087243391988961,0.0009578078455661,0.0046610254637182,8.077222161992276e-06,0.0002373818863358,6.135703398605079e-06,37.43998743335632,0.116961663677894
34,5,4925.818126843228,0.832406636160713,4.712681279231558,1.007954793417036,5062.753802606541,5.09068829832902,0.8460259967644771,-3.139278703729299,0.1161563645252863,-0.8310755603207995,0.2355337996218675,0.9707017115299374,206.09372741225584,0.0065697130280887,0.1007562987466067,0.6025017219754183,0.2290490733030683,0.0272306750075696,0.012218117463262,0.0039321479613331,0.0042526270480081,0.0106533589067893,0.0025611915002551,0.0002680289741337,7.046085466502809e-06,32.27121308278436,0.5661163687828863
35,3,6620.267263161306,1.6368942611601964,11.500295879259998,1.6678472480199995,8452.700744439104,6.707523406277679,5.862918295067037,-2.522310088061865,0.2310983039474172,-1.375835443887962,0.1661873526206533,0.8384408871021442,302.6971989748968,0.0236510262594063,0.0537503716498904,0.3574542987298906,0.529717794645352,0.0134320717690397,0.003945790901705,0.0070303888626178,0.0026804532294143,0.0071510310477885,0.0011766187825835,8.327864804648808e-07,9.321335831205946e-06,30.262365164083235,0.6141514210463069
36,3,6840.511359898259,1.7034462858382535,5.72720756582645,3.7390699145663,8455.420684930901,6.479314432280496,0.9393942021729836,-2.461335819963076,0.279099887201887,-0.5271539841654143,0.4617667757599017,0.7687608991065977,175.80766089073762,0.0430987443590399,0.4020997276942098,0.4805727574096922,0.0334293017294654,0.0166250122316682,0.0078905866706951,0.0004300588870303,0.0013162393045978,0.0090319100794112,0.0054836146192632,1.052394642863055e-05,1.1523068497830852e-05,36.149235637770246,0.5455172523988491
37,3,6302.14995760093,1.7993472705941251,6.773543552622965,2.540485744374272,9502.809096958948,7.046701965502992,1.0000365143663088,-2.2606265079967427,0.2807716252250203,-0.4941737346971193,0.8387771218757282,0.7015799191531751,198.8258881534097,0.0367491854994092,0.2978197789625699,0.3751854386902776,0.2451874745020161,0.0211802499239799,0.0062226406599363,0.0096153548681098,0.0015720367435789,0.0016771549868554,0.0047463343655073,3.406535393324884e-05,1.0285443825789458e-05,33.79139944586706,0.6613821828897787
38,3,6474.178341478842,1.5574020366048789,10.520410451648468,3.0393907160652414,5859.523158170323,5.461356416033536,4.991753394654058,-2.7487279189436147,-0.0769736049840639,-0.1109745617633355,0.3976099334410039,0.7599250778259583,174.55651541750507,0.0018234684317996,0.0797665808846717,0.5940877061094045,0.2508714480185621,0.0421619325150479,0.0088315467511214,0.0068486968753456,0.0056359483185066,0.0077840586157008,0.0018660915253182,0.0003207947241091,1.7272304124106375e-06,31.64818731090796,0.1058242618166958
39,4,5691.541046853101,1.2561376478769777,9.24577864523733,1.876660831182532,9253.576447805046,6.912917691942922,0.3293953149515607,-2.1510348142728297,-0.8629558252282149,-0.7776271691434027,0.6671763850102229,0.9590318588854994,232.5623273246243,0.0413732970391609,0.2612660217647854,0.1070801970628359,0.5366513850982969,0.0280778707109658,0.0037266263951931,0.0079429388654141,0.0009127604610123,0.0070715186377016,0.0057432887970811,0.0001454803625535,8.614804999056913e-06,32.13973508795374,0.561823904791705
40,4,5422.229930734172,1.0137635608898126,1.9001876696248523,1.21815926914767,5407.402319346669,5.341280615322384,4.935599562316047,-2.816837658899585,-0.7871382332642322,-0.2680991460914603,0.3314590226927489,1.0312766773318571,311.8363681217819,0.0339236310630151,0.22362418426156,0.451590478739842,0.2710250011555176,0.0091722627985069,0.0013110847342425,0.0032446401356728,0.0006484956565101,0.0026144892000169,0.0027905645823025,5.275022496767239e-05,2.4174478453729822e-06,33.03912730047446,0.5689292734562161
41,4,5731.906207008922,1.0636693222168836,4.242554655937655,1.815970301772712,9848.45285130187,7.151292528481257,2.9910377898054863,-2.0146188197484203,-0.8260165384196367,-1.0735942312493147,0.1579304414723045,0.937713351834638,278.9679668537335,0.0558979965599557,0.2348668602698906,0.0740181517782587,0.5675749868948462,0.0494515063693775,0.0045415312486559,0.0033863372128835,0.0005007133000128,0.0069839983382506,0.0025604983289634,0.0002029773108566,1.4442388047832236e-05,31.2214270096258,0.4667735388327431
42,5,4184.605921415243,0.738792952733806,1.6658253860146326,0.3946783795719634,7491.945269224431,5.989816726014499,2.644930705690864,-2.715056250604775,0.0155219844235439,-0.6488358195866615,0.6823949385379077,0.9509922591055312,301.8219755136676,0.0973452454105937,0.2689396505292433,0.0714351240458523,0.5129037924168623,0.0124639724299592,0.0097764383770894,0.0135738039277607,5.57819663186804e-05,0.0007289342765647,0.0127572125574834,1.5616519581571277e-05,4.427542690379848e-06,31.521820846699004,0.6115136185765322
43,5,4467.659775368444,0.8008718492087012,12.532348520602325,0.8323379897576103,9412.509453417752,7.010638292690104,5.802266439215643,-3.1626634257994604,-0.0626816111957755,-1.4845491055320237,0.0374648671056268,0.966053003861018,208.2638838805045,0.0508650139605374,0.4812411631751667,0.3600005327185765,0.0340555972846943,0.0447146773032795,0.0129224230239417,0.0047321866768348,0.0016564944269382,0.0084200185733291,0.0012268013831624,0.0001585046069346,6.586866604119984e-06,36.63279876694145,0.4758946457855464
44,3,7145.753667025973,1.543057599650326,14.945101296744731,1.8541910253248548,9796.620355124587,7.152059519924458,7.103717199434423,-2.356797624183162,-0.119866256045608,-0.1371605107153912,0.6747357883038902,0.9748000760042006,319.1564272976819,0.0738414160822088,0.2383160359152321,0.3072974121836751,0.2908156508213128,0.0455507088951896,0.011071481574072,0.0082494674327249,0.0006342983540303,0.0196403243875131,0.0045773701795621,4.359642666715663e-06,1.474531812151132e-06,32.61463081538181,0.617656603872689
45,3,6981.37119882782,1.6112183979576329,3.891465538021541,2.8962398832386778,7560.579709393869,6.032847162796642,1.4839146866412678,-2.1325430555852867,-0.8998784557878335,-1.4855758399049972,0.0119876513014135,0.9259542933351972,319.74552209416515,0.0378365101827639,0.3925070645800442,0.3671689682357303,0.1823559753942379,0.0080013222091773,0.0002567287269334,0.0061239664350439,0.0010760057622266,0.0005049500892234,0.0041475591672347,1.1865309499285073e-05,9.083907884792114e-06,35.27996554099695,0.2822869654125879
46,4,5503.655072128174,1.1046992813122445,5.783694246523807,1.1144723184208636,6850.297680475288,5.862380925090673,3.92350163150584,-2.3152154606436417,-1.0107718199397,-0.2949090834351171,0.7104222196791309,0.8540878360296184,284.1932007035353,0.0234379944641269,0.4101715129418611,0.1233425355462181,0.3975147065644102,0.0294031496244069,0.0015619269411746,0.0094078309200989,0.0009611158236552,0.0002032796185862,0.0038389522897727,0.0001484423361965,8.552929492350137e-06,34.48958511088226,0.6875576385285851
47,5,4237.018085850265,0.623662340799694,7.246303638307011,0.6639969913650011,4533.83106851876,4.991864934476821,1.3035533437847913,-2.5328842183104827,-0.5889046920446437,-1.0039949239100088,0.552104935642306,0.9570416879356204,246.08002844386243,0.0134924139924125,0.0541553112604077,0.354305417654779,0.5458823478007283,0.0027079553387241,0.0057002246926956,0.009397696073931,0.0021436950159172,0.0084830979275684,0.0037005072397743,2.517855513829752e-05,6.154447923285395e-06,30.523736247432687,0.7576762629007596
48,5,4452.536652918691,0.7453765282301951,7.506191293308387,0.7861491760423813,8176.041243997202,6.373533922747194,1.701862816936258,-3.2351190925985933,0.7804325843529547,-0.5814783633361229,0.205482299482332,0.9737505896940196,184.7209868003145,0.1217443759718826,0.079309216662129,0.191568341975072,0.4853478295447479,0.0445960858380957,0.0195217161559517,0.0247895823060976,0.0009618974658205,0.0187972438734107,0.0130174787451507,0.0003386763185975,7.555143043608063e-06,29.161203052130546,0.5637161342188509
49,3,6189.801051937741,1.4426243514691162,14.40021952232313,2.676703733148156,4236.127601582214,4.9827122099520125,1.364172067472914,-2.220516814537161,0.8031188443418564,-1.4469908264268212,0.9844052741790078,1.0738149362118463,388.4416106546271,0.068778097388849,0.2140544797951572,0.613942674346097,0.0525606753177591,0.0329772796078877,0.0072431077052482,0.0026993506156048,0.003446297803447,0.0004241436775686,0.0038023836192034,6.53010342419743e-05,6.209088935412103e-06,32.96062790822372,0.2914496412707182
50,3,6915.529281385123,1.4580069851495685,13.93591188976908,2.7819066730414965,5995.143418833642,5.509079005764785,2.4344121071490856,-3.017170627036884,-0.6743510942936854,-1.0104829514750262,0.4309796001354489,0.9095848422241106,257.83750527102563,0.0635144683050538,0.1799922725958909,0.6114644953412591,0.103420991948784,0.0012129627404522,0.0077211147973962,0.0085507031247753,0.0048247006614921,0.0132571339682147,0.0060305072871587,6.076611130894517e-06,4.572618391885036e-06,33.311945110156366,0.3212300995615221
51,4,5861.940808299427,1.0557673257686222,11.288823502585176,0.9806217707614242,7846.999928969783,6.197156123502756,2.17233798371998,-2.6116052509398786,0.0344909472496612,-0.4156436202694935,0.5533552313961464,0.9294045799458256,292.9879816335274,0.0409348150492449,0.4509204187089515,0.1311675079726997,0.3364482961425251,0.0232109860235449,0.0017713104843261,0.0025884786807504,0.0009237627400809,0.0073002604479878,0.0045352816841573,0.000190971515407,7.910550324278781e-06,35.322661583684045,0.5935964477998927
52,3,7008.111164010936,1.8979357353183035,12.728986875849849,3.601169361340661,8483.37657647236,6.6658375347693,2.860414379479055,-2.5973167332550444,-0.6344692617393622,-0.4169768811088479,0.6108086225571112,1.0548151449467391,302.5053294374944,0.0300641873077579,0.3867091030096299,0.3090936840736393,0.2539317265705185,0.0094906280477564,0.0010139009862952,0.0008218205289967,0.0028389402640821,0.001114542832111,0.0049091006877229,5.6167992769008455e-06,6.748892212762953e-06,35.076527270209354,0.6518714278643103
53,3,6672.543874746003,1.5085691917107311,7.186704853984417,2.1575482955443293,8319.527521056943,6.421802003724656,1.224083319220232,-2.263662222774524,0.9171790641171916,-1.1239507191084042,0.6252983681919079,0.944446339084012,306.44395622934485,0.0014243940696001,0.2346181481422611,0.347523702972051,0.3936431138426651,0.0033617417646773,0.0094926335112097,3.355474661960813e-05,0.001977487338924,0.0071587400331193,0.0007516505347066,6.15608693750752e-06,8.676957228241141e-06,33.538376638634816,0.3973609282026857
54,4,5312.073052174659,0.9390233126027638,12.641102546917708,1.3768559055598133,6663.597866015898,5.586089919318603,2.402110534681419,-2.3073396740257945,-0.7962312354661171,-0.547435120496355,0.8758949968786274,0.854339415399963,224.2550140686105,0.0001754115189485,0.5167706570618501,0.0758966668540216,0.3193055101126266,0.0607584538970943,0.0136519840737438,0.0112681360513377,0.0004254355465394,0.0008930631497053,0.0007381822941676,0.0001040760315035,1.2423408461179576e-05,36.10460160420507,0.5230089810603735
